uid,year,movie_ids
2299517,1983,83
229952,1983,83
2299661,1996,"44,58"
2299951,1965,104
2299951,1983,83
2299951,2002,28
2299957,2000,33
2300016,2002,97
2300016,2003,30
230010,2002,28
2300163,2002,28
2300201,2002,28
2300201,2003,30
2300312,1996,58
2301040,2002,28
2301246,2003,30
2301254,2003,30
2301496,2004,8
2301550,1952,76
2301550,2002,28
2301642,2002,28
2301648,1983,83
2301648,2002,97
230185,2003,30
2301940,2004,8
2302239,2003,30
2302245,2002,97
2302374,1983,83
2302430,1996,16
2302572,2003,30
230265,1997,3
2302706,1964,46
2302706,2002,28
2302757,1965,104
2302897,2000,33
2303306,1983,83
2303319,2002,28
2303680,2000,33
2303843,2003,30
2303885,1996,44
2303987,2002,84
2303998,1996,44
2303998,2003,30
2304078,2003,30
2304126,2000,33
2304751,2002,28
2304849,2004,56
2304943,2003,30
2305067,2002,28
23051,1995,57
2305500,2002,28
2305551,1983,83
2305551,2002,28
2305551,2005,17
2305564,2003,30
2305752,1996,58
2305776,2002,28
2305823,1996,58
230586,2002,28
2306123,1983,83
2306123,2003,30
2306379,2002,28
2306567,1983,83
230678,1996,58
2306815,2003,30
2306898,2002,28
2306898,2003,30
2306970,2003,30
2307557,2003,30
2307638,1994,18
2307715,2002,28
2307724,1964,46
2307754,2003,30
2307814,1983,83
2307923,2001,48
2307995,1996,58
2308068,2001,48
2308068,2002,28
2308103,2002,28
2308224,2002,97
2308224,2004,8
2308456,2003,30
2308479,2003,30
2308589,1956,79
23086,2004,8
230882,2004,68
2308865,1996,78
2309157,2003,30
2309157,2005,17
2309163,1952,76
2309163,2003,30
230917,2001,48
2309178,2002,28
2309341,1983,83
2309457,1983,83
2309509,1952,76
2309509,1964,46
2309534,1983,83
230966,1994,18
230966,2003,30
230966,2004,32
230967,1956,79
2310070,2003,30
2310278,1996,58
2310278,2002,28
2310373,2001,48
2310495,1983,83
2310640,1996,58
2310732,1983,83
2311049,2002,28
2311049,2003,30
2311304,1995,57
2311749,2003,30
2311775,1983,83
2311810,2001,48
2311983,2003,30
2311983,2005,17
2312202,2003,30
2312349,2002,97
2312541,1956,79
2312614,2003,30
2312778,2003,30
2312816,2002,28
2312950,2004,8
2313145,2003,30
2313166,1994,18
2313362,1994,18
2313468,2002,28
231349,2001,48
2313611,2002,28
2313687,2003,30
2314152,1996,58
2314153,2003,30
2314232,2004,32
2314321,2002,28
2314381,2003,30
231441,2003,30
2314610,2002,28
2314733,1996,58
2314755,2002,28
2314860,2002,28
231489,2002,28
2314898,1996,58
2315012,1952,76
2315012,1983,83
2315012,1995,77
2315012,2003,30
2315051,2003,30
2315103,2003,30
2315130,2003,30
2315211,1994,18
2315241,1994,18
2315241,1996,58
2315404,2003,30
2315439,2003,30
2315457,2004,68
2315544,2002,97
2315742,2003,30
2316015,1995,57
2316081,2000,33
231614,2002,97
2316195,2003,30
2316221,2002,97
2316252,2002,28
2316337,1996,44
2316429,2000,33
2316429,2001,48
2316429,2002,84
2316631,2003,30
2316662,1983,83
2316691,2003,30
2316772,2002,28
2316805,1994,18
2316963,1983,83
2316963,1996,58
2317139,2003,30
231721,1995,57
2317264,2003,30
2317367,2003,30
2317466,2003,30
2317644,1995,77
2317644,2003,30
23178,2003,30
2317857,1995,77
2317868,2003,30
2317908,1996,16
2318042,2003,30
231815,2003,30
2318153,2004,32
2318166,2003,30
2318192,2002,28
2318213,2003,30
2318311,2003,30
2318343,2003,30
2318588,1952,47
2318617,2003,30
2318635,2002,97
2318762,2004,68
2318876,2003,30
2319026,2003,30
2319365,1964,46
2319370,2003,30
2319506,2003,30
2319583,2002,28
2319604,1952,76
2319610,2003,30
2319768,2001,48
2320152,1983,83
2320152,2002,97
2320196,2004,26
2320214,1996,58
2320222,1996,44
2320323,2003,30
2320476,1994,18
2320544,2002,28
2320753,1994,18
2320753,2003,30
2320808,1983,83
2320808,1996,44
232092,2003,30
2321028,2003,30
2321066,1996,58
232122,2003,30
2321284,2003,30
232138,2001,48
232138,2003,30
2321388,2002,97
2321453,2003,30
2321454,2003,30
2321592,1995,77
2321980,2003,30
2321980,2004,26
2322076,2002,28
2322171,1983,83
2322277,1996,58
2322298,2001,48
2322355,1996,58
2322355,2002,28
2322421,2003,30
2322426,1994,18
2322426,2003,30
2322454,2003,30
2322468,2000,33
2322468,2004,68
232257,1952,47
2322580,2003,30
2322711,2003,30
2322735,2003,30
2322928,2003,30
2322960,2004,8
2323152,2003,30
2323694,2002,97
2323694,2003,30
232377,2003,30
2323941,2000,33
2324019,2004,68
2324083,2003,30
2324215,1983,83
2324215,2003,30
2324287,1965,104
2324287,1994,18
2324299,2002,97
2324299,2003,30
2324305,2002,28
2324320,1994,18
2324341,2002,97
2324358,2002,28
2324358,2003,30
232471,2003,30
2324729,2003,30
2324807,1994,18
2324830,2003,30
2324905,2004,8
2325126,2003,30
2325231,2000,33
2325330,2000,33
2325414,2002,28
2325428,2003,30
2325588,1964,46
2325737,1952,76
2325776,2002,28
2325791,2003,30
2325871,2003,30
2325954,2003,30
2326029,2003,30
2326029,2004,8
2326050,1983,83
2326111,2004,8
2326417,2003,30
2326426,2002,28
2326703,2002,28
2326797,2003,30
2326980,2004,8
2327131,2002,52
2327365,1996,78
2327365,2002,28
2327416,2002,28
2327693,2002,28
2327743,2000,33
2327790,2002,28
2327803,2004,108
2327851,2002,28
2328097,2003,30
2328206,2003,30
232845,2004,68
2328558,1964,46
2328558,1983,83
2328558,1996,"58,78"
2328558,2002,28
2328632,2003,30
2328701,2002,28
2328725,2002,28
2328725,2003,30
2328825,1965,104
2329026,1995,57
2329113,2002,28
2329174,2003,30
2329196,2003,30
232922,2002,28
2329550,2002,52
2329550,2004,56
2329672,1952,76
2329672,1996,58
2329786,1996,16
2330014,2002,52
2330423,2003,30
2330618,2000,33
2330618,2001,48
2330910,2003,30
2331547,2003,30
2331660,2003,30
2331662,1996,44
2331668,2002,28
2331728,2003,30
233185,2003,30
2331946,2003,30
2332020,2000,33
2332186,2001,48
2332186,2003,30
2332240,1996,58
2332259,2003,30
2332286,2004,8
2332341,1995,55
2332341,2003,30
2332377,1996,78
2332726,1994,18
2332858,2003,30
2333055,2002,84
2333118,1964,46
2333226,2002,28
2333383,2002,28
2333510,2003,30
2333692,2002,28
2333692,2003,30
2333714,2000,33
2333719,1994,18
2333719,2003,30
2333850,1964,46
2333850,2004,68
2333948,2002,28
2333948,2003,30
2334219,2002,28
2334279,1994,18
2334283,2000,33
2334283,2002,28
2334289,1995,57
2334449,1994,18
2334536,1964,46
2334613,2001,48
2334613,2003,30
2334709,2002,28
2334709,2003,30
2334757,1995,57
2334757,2002,28
2334768,2002,97
2334774,2004,68
2335233,1995,77
23354,2003,30
2335401,1995,77
2335436,2002,28
2336169,1952,76
233620,2002,28
2336203,2003,30
2336531,1983,83
2336531,1994,18
2336531,2002,28
2336596,2002,28
2336612,2003,30
2336688,2003,30
233690,1994,18
233690,2003,30
2337014,1996,58
2337324,2003,30
2337369,1996,"44,58"
2337681,1952,76
2337775,2002,28
2337789,1964,46
2337789,1996,78
2337846,2003,30
2337855,2005,17
2337940,2002,28
2337940,2003,30
2337950,2004,68
2337995,2002,28
2338292,2003,30
2338671,1965,104
2338671,2002,28
2338727,1996,44
2338795,2003,30
2338853,1996,44
2338873,1997,3
233891,2002,28
2339008,2002,28
2339053,2004,26
2339151,2002,97
2339243,2003,30
2339386,2002,52
2339785,2002,28
2339813,1995,77
2340024,2003,30
2340098,1983,83
2340143,2003,30
2340228,2001,48
2340228,2004,68
2340466,1996,44
2340602,1996,78
2340603,1952,76
2340649,1964,46
2340846,1964,46
2340957,2003,30
2341018,1964,46
2341041,2003,30
2341161,2002,97
2341268,2002,28
2341291,2003,30
2341390,2002,28
2341594,1965,104
2341605,1994,18
2341605,2004,8
2341610,2000,33
2341690,2003,30
2341756,1994,18
2341967,2002,28
2342014,2004,26
2342016,2002,28
2342053,2000,33
2342060,1964,46
2342060,1965,104
2342112,2003,30
2342120,1952,76
2342214,2000,33
234230,2002,28
2342312,2003,30
2342357,2003,30
2342551,2003,30
2342551,2004,8
2342718,2002,28
2342774,2003,30
2342836,2000,33
2342914,2002,28
2343134,1994,18
2343417,2002,84
2343417,2003,30
2343510,2002,28
2343706,2003,30
2343718,2003,30
2343970,1996,58
2343970,2001,48
2344032,2003,30
2344088,2003,30
2344164,1996,58
2344483,1952,47
2344501,2002,28
2344564,2002,28
2344603,2003,30
2344727,1964,46
2344727,2001,48
2344770,2003,30
2344787,2002,28
2344962,2004,8
2345215,2002,28
2345300,2002,28
2345332,2003,30
2345385,1996,16
2345476,2003,30
2345717,2003,30
2346172,2003,30
2346264,1952,76
2346264,2000,33
234639,1995,57
2346555,2003,30
2346556,1964,46
2346698,2003,30
2346704,2000,33
2346812,2002,28
2346813,1996,58
2346813,2004,68
2346905,1956,79
2346951,1965,104
2347080,2002,28
2347154,2002,28
2347167,2002,28
23472,2003,30
2347210,2004,32
2347228,1952,76
2347494,1994,18
2347559,1983,83
234763,2002,28
2347824,2003,30
2347958,2002,28
2347962,2003,30
2348236,2000,33
2348253,2002,28
2348479,2004,32
2348530,2003,30
234854,2002,28
2348685,1952,76
234949,2003,30
2349507,2004,68
2349538,1996,58
2349595,1965,104
2349595,1996,58
2349675,1983,83
2349675,1996,44
2349675,2003,30
2349739,2000,33
2349739,2004,68
2349759,1964,46
2349866,2003,30
2350141,2004,68
2350196,1994,18
2350222,2000,33
2350393,1996,58
2350441,1995,77
2350574,1996,44
2350574,2003,30
2350700,2002,28
2350708,2002,97
2350832,2000,33
2350832,2002,28
2351163,1983,83
2351185,2004,26
2351281,2003,30
2351323,2002,28
2351397,1983,83
2351518,2003,30
2351518,2004,26
2351525,1983,83
2351933,2003,30
2351956,1983,83
2351956,1996,58
2351960,1996,58
2352094,1994,18
2352111,2000,33
235224,2003,30
2352251,1996,58
235229,2003,30
2352463,2001,48
2352542,2003,30
2352558,2000,33
2352635,2002,28
2352637,2003,30
2352662,1996,58
235271,2002,28
2352922,2003,30
2352956,2002,28
235302,2004,8
2353162,2002,28
2353212,1996,58
2353276,1994,18
2353276,1995,57
2353376,1964,46
2353394,1952,47
2353611,2002,28
2353711,2003,30
2353831,1995,55
235397,1994,18
2354022,1983,83
2354022,2003,30
2354057,2003,30
2354131,2003,30
2354353,2003,30
2354394,1996,58
2354394,2000,33
2354433,2003,30
2354740,1996,58
2354740,2003,30
2354772,2005,17
235551,1983,83
2355587,2002,28
235561,2002,97
2355654,1994,18
2355807,2001,48
2355940,2002,28
2356004,2003,30
2356278,2002,28
2356325,2002,52
2356557,2002,97
2356682,2000,33
2356793,1996,"44,58"
2356833,2003,30
2356860,1996,"44,58"
2356911,2004,8
2357186,2002,28
2357353,2003,30
2357450,2002,28
2357680,1983,83
2357769,2002,52
2357792,2002,97
2357792,2003,30
235789,1996,58
235789,2002,28
2357964,2004,32
2358148,1996,44
235831,2003,30
2358416,2004,68
235851,1983,83
235860,2000,33
2358799,2003,30
2359428,1983,83
2359766,1996,58
2359767,2002,28
2359874,2003,30
2360021,1964,46
2360021,2003,30
2360040,2002,28
2360158,2003,30
2360244,2003,30
2360300,1965,104
2360300,1996,44
2360378,1996,58
2360378,2002,28
2360665,1994,18
2360817,2002,28
2360840,2004,32
2360851,1996,58
2360851,2003,30
2360874,2003,30
2360874,2004,8
2360906,1956,79
236108,1996,58
2361111,2002,28
2361185,1996,44
2361242,2002,52
2361256,2003,30
2361369,2003,30
2361446,2003,30
2361462,2003,30
2361520,2003,30
2361556,2003,30
2361605,1964,46
2361655,2003,30
2361939,2000,33
2362017,2003,30
2362135,1956,79
2362349,1996,44
2362622,1952,47
2362863,1999,45
2362863,2003,30
2363126,2003,30
2363160,2003,30
2363210,1995,77
2363246,2005,17
2363536,2003,30
2363672,2003,30
2363735,2003,30
2363785,2003,30
2364022,1983,83
2364027,1994,18
2364099,1983,83
2364405,2003,30
2364414,2002,28
2364512,1996,58
2364551,1952,76
2364551,2000,33
2364551,2001,48
2364551,2004,68
2364568,2002,28
2364743,2004,8
2364842,2002,28
2364883,2000,33
2364887,2004,68
2364900,2003,30
2364980,2004,108
2365380,1964,46
2365487,2002,28
2365581,1996,44
2365871,1996,58
2366006,2003,30
2366063,2002,28
236624,2003,30
2366240,2002,28
2366251,1983,83
2366291,2003,30
2366300,2002,28
2366447,2003,30
2366462,2003,30
2366548,2003,30
2366600,2002,28
2366819,2002,"28,97"
2366908,2003,30
2367082,2003,30
2367141,1983,83
2367141,2002,28
2367141,2003,30
2367331,1952,76
2367515,2003,30
2367743,2003,30
2368043,2000,33
2368442,2003,30
2368498,2003,30
2368521,2003,30
2368545,2003,30
2368562,2003,30
2368613,2003,30
2368644,2000,33
2368686,2003,30
2369255,2004,56
2369324,1996,58
2369324,2003,30
2369453,1964,46
2369720,2002,28
2369826,2003,30
2370030,2002,28
2370089,1964,46
237026,1995,77
2370435,2003,30
2370571,2002,28
2370571,2004,8
2370691,1995,57
2370719,1996,44
2370879,1983,83
2370906,2002,28
2370987,2003,30
2371141,1983,83
2371144,2002,28
2371377,1964,46
2371396,1994,18
2371531,2003,30
2371582,2003,30
2371681,2003,30
2371694,2003,30
2371764,2002,28
2371832,2000,33
2371857,1994,18
237194,2003,30
2371948,2003,30
2371980,2002,28
2372128,1983,83
2372153,2000,33
2372219,2003,30
2372224,2000,33
2372527,2003,30
2372651,2003,30
237278,2000,33
237286,1952,76
2373032,1994,18
2373143,2000,33
2373176,1964,46
2373186,2002,28
2373208,2002,28
2373208,2003,30
2373312,2003,30
2373602,2003,30
2373658,2002,28
2373670,1983,83
2373733,2004,8
2373792,2002,28
2373922,2003,30
2373946,2002,97
2374030,2004,8
2374102,2003,30
2374279,2002,28
2374380,1983,83
2374424,2000,33
2374451,1996,44
2374464,2002,97
2374610,1952,47
2374631,1995,55
2374648,2002,28
2374758,2003,30
237476,2003,30
2374782,1983,83
2374932,2002,28
2375075,2003,30
237509,2003,30
2375169,2000,33
2375316,2002,28
2375388,2004,32
2375491,2003,30
2375713,2003,30
2375867,1983,83
237591,2002,28
2376053,1964,46
2376113,1996,44
2376175,2003,30
2376260,2003,30
2376324,1995,57
237640,2003,30
2376428,2002,28
2376563,2003,30
2376760,2003,30
2377061,1995,77
2377135,2002,97
237738,2002,28
237752,1994,18
2377537,1997,3
2377641,2002,84
2377703,2003,30
2378096,2003,30
2378370,2003,30
2378393,1994,18
2378393,2001,48
2378681,2003,30
2378858,2003,30
2378867,2003,30
2378899,2003,30
2379179,1996,58
2379179,2002,28
2379179,2003,30
2379220,2003,30
2379360,2002,28
2379360,2004,8
2379395,1964,46
2379527,2003,30
2379533,1983,83
2379644,2002,28
2379773,2003,30
2379827,1994,18
2379864,2003,30
2379951,1964,46
2380010,2003,30
2380030,2002,28
2380030,2003,30
2380050,2002,28
2380487,2003,30
2380601,2003,30
23808,2002,28
2380830,2004,32
2380908,1994,18
2381042,2003,30
2381313,1983,83
2381407,2000,33
2381413,1996,58
2381413,2002,28
2381638,2003,30
2381792,2003,30
2381805,1983,83
2381925,1997,3
2381951,2002,28
2381953,2002,97
2382009,2003,30
2382512,2002,28
2382616,1983,83
2382844,2002,28
2382954,2004,8
23830,2002,28
2383276,2003,30
2383405,1983,83
2383405,1994,18
2383514,1956,79
2383754,2003,30
2383765,2003,30
2383765,2004,68
2383798,1983,83
2383798,2003,30
2384213,1952,76
2384213,2004,32
2384443,1996,58
2384443,2003,30
2384779,1956,79
2384779,1995,57
2384886,2003,30
2384905,2003,30
2385022,2003,30
2385082,2003,30
2385160,2002,28
2385196,1996,44
2385196,2003,30
2385226,1994,18
2385435,1956,79
2385435,1995,57
2385565,1983,83
2385577,1952,76
238560,2003,30
2385630,2002,28
2385774,2003,30
2385871,1996,44
2386083,2003,30
238618,2003,30
2386274,1995,55
2386274,2001,48
2386321,2001,48
2386611,2002,28
238673,2003,30
2386746,2000,33
2386779,1983,83
2386796,1983,83
2386955,2003,30
238703,1996,58
2387205,2003,30
2387293,2002,97
2387369,2002,97
2387552,2002,28
2387685,2002,28
2387973,2003,30
238805,2003,30
2388250,1983,83
2388337,2003,30
2388429,1956,79
2388498,2002,28
2388917,2002,28
2389101,1983,83
2389173,2002,28
2389232,2003,30
2389367,1952,76
2389367,1994,18
2389571,1996,58
2389578,2004,68
2389792,2003,30
2389824,1952,76
2389860,1965,104
2389860,2003,30
2389968,2003,30
2389969,2003,30
2390007,2002,28
2390219,2003,30
2390221,1996,44
2390293,2003,30
2390306,2003,30
2390403,2002,28
2390444,2004,8
2390518,2002,28
2390575,2002,28
2390623,2004,56
239082,2002,28
2391066,2002,28
2391068,2002,28
239108,2000,33
2391116,2003,30
2391154,2004,8
239121,2003,30
2391225,1952,76
2391333,2003,30
2391466,2003,30
2391629,2002,52
2391726,2002,"28,52"
2391828,2002,28
2392074,2003,30
2392084,1952,47
2392201,2002,28
2392328,2002,28
2392512,2000,33
2392623,1964,46
2392623,1995,77
2392623,2003,30
2392654,2002,28
2392720,2002,97
2392770,2002,28
2392770,2003,30
2392799,2003,30
239285,1996,58
2393192,1996,44
2393262,2003,30
2393334,2003,30
2393397,1994,18
2393397,1995,57
2393397,2002,28
2393478,2000,33
239349,2003,30
2393528,2002,28
2393574,1995,55
2393670,2002,"28,97"
2393773,2003,30
2394024,1965,104
2394063,2003,30
2394142,2002,97
239431,1952,76
239431,2000,33
2394733,2003,30
2394802,2003,30
2395020,1952,76
2395020,1983,83
2395020,2004,32
2395053,2002,28
2395304,2002,97
2395304,2003,30
2395322,2004,32
2395345,1983,83
2395450,2003,30
2395490,1996,58
2395490,2003,30
2395754,2003,30
2395761,2002,28
2395761,2003,30
2395970,2002,97
2395978,1956,79
2396004,1996,58
2396085,2002,84
2396118,1996,58
2396236,2002,28
2396252,2003,30
2396314,2003,30
2396330,1983,83
2396379,2002,28
2396506,2002,28
2396626,2003,30
2396772,2001,48
2396790,2002,28
239686,2003,30
2396898,1952,76
2396898,2002,28
2397056,2003,30
2397204,1952,76
239724,2000,33
2397285,2003,30
2397317,2002,28
239740,1965,104
2397626,1994,18
2397825,2003,30
2398025,2002,28
2398044,2003,30
2398086,2004,26
2398212,2004,8
2398236,2003,30
2398295,1994,18
2398295,2002,28
2398368,2002,97
2399028,2004,68
2399157,2002,28
2399219,2003,30
2399246,1996,58
2399641,2002,28
2399657,2000,33
2399842,1952,76
2399842,2003,30
2400129,2000,33
2400180,2003,30
2400234,2003,30
2400329,1996,58
2400334,2002,28
2400417,2002,28
2400584,2003,30
2400587,2003,30
2400645,1999,45
2400645,2002,28
2400647,1995,77
2400647,2003,30
2400656,2002,28
2400656,2003,30
2400709,1983,83
2400863,2003,30
2400924,2000,33
2401006,2002,28
2401136,2000,33
2401413,2002,84
2401431,2003,30
2401493,1994,18
2401632,2000,33
2401693,2005,17
2401852,1964,46
2401852,2004,8
2402136,1996,58
2402157,2004,68
2402297,2004,32
2402378,1996,44
2402585,2003,30
2402687,1996,44
2402914,2002,28
2402945,1983,83
240300,2002,97
2403039,2003,30
2403196,2004,32
2403533,1965,104
2403579,2003,30
2403707,2002,28
2403707,2003,30
2403913,2003,30
2404142,1983,83
2404142,2003,30
2404300,1995,77
2404684,1964,46
2404723,1952,47
2404756,2004,108
2404795,2004,8
2404814,2004,68
2404872,2000,33
2404923,2002,28
2404972,2002,28
2405421,1995,77
2405421,1996,"16,58"
2405445,1983,83
2405445,2004,32
24059,1983,83
2405969,2003,30
2406477,2002,97
2406591,2003,30
2406689,2000,33
240683,1964,46
2407154,2002,28
2407186,1964,46
2407365,2002,97
2407422,2001,48
2407453,2000,33
2407468,2000,33
2407476,2004,8
2407606,2002,28
2407624,2004,32
2407754,2003,30
240779,2003,30
2408422,1983,83
2408422,2004,8
240888,1965,104
2408965,2002,28
240923,1994,18
2409465,2000,33
240953,2000,33
2409746,1995,77
2409746,2003,30
2409816,1952,47
2410252,2003,30
241064,1996,44
241068,1995,57
2410918,2003,30
2411010,2003,30
241107,2002,28
2411231,2002,28
2411855,2002,28
2412160,2000,33
2412484,2003,30
2412493,1964,46
2412596,1956,79
2412698,2002,28
2412698,2003,30
2412698,2005,17
2412874,2002,28
2412877,2003,30
2412920,2002,97
2412993,2002,28
241317,2002,28
2413170,2003,30
2413192,2000,33
2413457,2003,30
2413467,1996,58
2413595,1964,46
2413848,1996,58
2413848,2000,33
2413899,2003,30
2414138,2004,32
2414331,1964,46
2414348,2002,28
2414400,2002,28
2414400,2003,30
2414444,2002,28
2414516,1952,76
2414681,2002,"28,97"
2415041,1964,46
2415041,1996,44
2415235,1965,104
2415253,2002,28
2415379,2002,28
2415382,2003,30
2415395,1964,46
2415428,2003,30
241579,2003,30
2415805,2002,28
2415952,2004,68
2416086,1994,18
2416154,2002,28
2416180,2003,30
2416188,2003,30
2416293,2003,30
241634,1996,"44,58"
2416525,1964,46
2416528,2004,68
2416543,2002,28
2416619,1983,83
2416621,2004,26
2416700,2003,30
2416772,2003,30
2416820,2004,8
2416829,1995,77
2416829,2003,30
2417062,1994,18
2417062,1995,57
2417066,1983,83
2417074,1994,18
241715,2002,97
2417170,2003,30
2417227,2003,30
2417245,1964,46
2417320,1996,58
2417337,2003,30
2417354,1994,18
2417468,1983,83
2417652,1964,46
2417730,2002,28
2417918,2003,30
2417957,2002,28
2418023,2003,30
2418086,2004,8
2418356,2003,30
2418533,2003,30
2418602,2003,30
2418629,1994,18
2418760,2003,30
2418846,2003,30
2418872,2002,28
2419108,1996,58
2419108,2005,17
2419225,1995,77
2419242,2002,28
2419242,2003,30
2419256,1996,"16,58"
2419406,1996,78
2419466,2001,48
2419476,2003,30
2419609,2003,30
2419786,1952,76
2419975,1983,83
2420324,2002,28
2420754,1996,44
242098,2003,30
2421030,2002,28
2421265,2002,28
2421368,1952,76
2421383,2002,28
2421386,2003,30
2421395,1983,83
2421701,1994,18
2421701,1996,44
2421733,2002,28
2421772,1999,45
2421781,1996,58
24218,2002,28
2422145,1952,76
2422462,2000,33
2422501,1964,46
2422501,2003,30
2422501,2004,8
2422913,2003,30
2423031,2004,8
242327,1965,104
2423318,1995,57
2423385,2000,33
2423473,1994,18
2423553,1952,76
2423733,1965,104
242375,2003,30
2423792,1983,83
2424047,2003,30
2424335,2003,30
2424717,2002,28
2424817,2003,30
2424839,1996,44
2424905,2003,30
2425261,1996,58
2425277,2003,30
2425339,2002,52
2425662,1983,83
2425716,2003,30
2425738,2002,28
2425967,1956,79
2426008,1996,44
2426042,2002,52
2426152,2000,33
2426375,2003,30
2426442,2003,30
2426539,2002,28
2426917,2003,30
2426928,2000,33
2426964,2003,30
2426972,2004,8
2427123,2003,30
2427272,2002,28
2427398,2003,30
2427425,2003,30
2427474,1996,58
2427474,2002,28
2427937,1983,83
242796,2002,28
2428028,1996,44
2428081,2003,30
2428083,2003,30
2428259,1996,44
2428410,2000,33
2428573,2002,97
2428601,2002,28
2428674,1996,44
2429098,2002,28
2429294,2004,32
2429423,2002,28
2429449,2002,28
2429449,2004,108
2429554,2003,30
2429626,1996,44
2429728,1996,58
2429728,2003,30
2429874,2002,28
2429925,1996,44
2429938,2002,28
2430028,2003,30
2430041,1952,76
2430041,2000,33
2430097,1964,46
2430108,2002,52
243019,1983,83
2430230,1997,3
2430267,1952,76
2430267,2000,33
2430483,2004,8
2430907,2004,68
2431172,1997,3
2431286,2002,28
2431353,2002,28
2431535,2002,28
2431535,2003,30
2431536,2004,8
2431675,1994,18
2432155,2004,68
2432205,1996,78
2432205,2002,28
2432231,2002,28
2432231,2003,30
243228,1995,57
2432433,2001,48
2432465,2003,30
2432474,2003,30
2432586,2003,30
2432708,2002,28
2432862,1994,18
2432893,1999,45
2432905,1995,77
2432970,2003,30
2432992,2002,52
2432992,2003,30
2433077,2001,48
2433277,2003,30
2433399,2003,30
2433435,2002,28
2433476,2003,30
2433512,2000,33
2433609,2002,97
2433610,1994,18
2433633,2000,33
2433685,2003,30
2433772,2002,97
2433790,2002,28
2434015,1996,44
243430,1956,79
2434321,2003,30
2434485,2000,33
2434970,2002,28
2435015,2001,48
2435061,1994,18
2435106,2005,17
2435110,1995,77
2435110,2003,30
2435281,2002,28
2435284,2003,30
2435350,1995,77
2435350,1996,"58,78"
2435356,1994,18
2435584,2003,30
2435672,2001,48
2435695,2000,33
2435695,2004,68
2435727,2003,30
2436179,1952,76
2436349,2004,32
2436381,2003,30
2436387,2003,30
2436452,1965,104
2436452,1995,77
2436557,1994,18
2437021,2002,28
2437118,1983,83
2437174,2003,30
2437320,2003,30
2437353,2003,30
2437411,1983,83
2437570,2004,8
2437921,2003,30
2437929,2004,68
2437983,2003,30
2438166,2002,28
2438294,2002,28
2438294,2003,30
2438449,1983,83
2438449,2003,30
2438491,2003,30
243868,1983,83
2438718,2003,30
2438925,2000,33
2439076,2003,30
2439209,2004,8
2439370,1952,76
2439370,2002,28
243940,2002,28
2439416,1952,76
2439493,1983,83
2439493,1996,78
2439537,1952,76
2439537,2003,30
2439932,1996,44
2439933,2002,97
2439933,2003,30
2440153,1996,58
244026,2003,30
2440330,2003,30
244056,2002,28
2440659,1983,83
2440674,1996,58
2440674,2002,28
2440681,1952,47
2440723,2003,30
2440887,1983,83
2441060,2002,97
2441066,1995,77
2441066,1996,"16,58"
2441296,1983,83
2441351,2003,30
2441383,1983,83
2441383,1995,77
2441383,2002,28
2441518,2003,30
244162,2003,30
2441662,2003,30
2441688,1995,"55,77"
2441759,2003,30
2441830,1996,"44,58"
2442057,1996,58
2442057,2003,30
244213,2004,68
2442133,2004,8
2442184,2003,30
2442320,1994,18
2442530,1983,83
2442534,1996,58
2442757,1994,18
2442925,1952,76
2442925,1995,77
2442948,2003,30
244297,1996,58
2442971,2003,30
2443232,1996,58
2443232,2002,28
2443281,2003,30
2443283,2002,28
2443333,2003,30
2443637,1995,77
2443784,1999,45
24438,2003,30
2444006,2003,30
2444023,2000,33
2444078,2004,8
2444311,2003,30
2444452,2002,28
2444831,1996,58
2444831,2001,48
2444831,2002,28
2444953,1983,83
2444953,1996,44
2444999,2000,33
2445190,2003,30
2445315,2003,30
2445569,1994,18
2445636,2003,30
2445725,2003,30
2445775,2004,8
244599,2002,97
244622,2004,32
2446260,2003,30
2446424,2000,33
2447051,2004,68
2447256,2004,56
2447414,2003,30
2447876,1965,104
2447966,2003,30
244802,2003,30
244806,2002,97
2448380,2002,28
244852,2003,30
2448660,2004,8
2448822,2004,108
2448838,1997,3
2448849,2002,28
2448849,2003,30
2448946,2002,28
2449001,1952,76
2449356,1983,83
2449359,2002,52
244969,2002,28
2449812,1994,18
2449919,2003,30
244994,2003,30
2450141,1995,57
2450141,2004,68
2450212,2000,33
2450244,2002,28
245030,2004,32
2450477,2002,28
2450534,1952,76
2450534,1983,83
2451128,2002,28
2451128,2003,30
2451267,2004,"8,68"
2451339,2002,28
2451473,2003,30
2451617,2003,30
2451714,1983,83
2451733,2003,30
2451804,2003,30
2451973,2002,28
2452028,1997,3
2452075,2002,28
245226,2002,28
2452321,2003,30
2452392,1996,58
2452392,2002,28
2452817,2004,8
2452906,1965,104
2452906,1995,77
2452906,1996,44
2453024,1965,104
2453027,2003,30
2453039,2004,68
2453089,2002,28
2453123,2004,68
2453282,1994,18
2453305,2003,30
2453341,2003,30
24536,2003,30
2453706,2000,33
2453729,1956,79
2453729,2000,33
2453808,1996,58
2453968,2004,32
2453988,2004,8
2454024,2003,30
2454205,2003,30
2454483,1956,79
2454680,1983,83
2454777,2003,30
2454804,2003,30
2454824,2002,28
245488,1956,79
2455,1965,104
245517,1983,83
245517,2004,8
2455334,2002,28
2455393,1952,76
2455427,1994,18
2455587,2003,30
2455604,2002,28
2455707,1996,58
2455707,2000,33
2455789,2000,33
2455940,2002,28
2456370,2002,28
